Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
53,1,661,2,1,4,4,1,2,60,2,4,5,3,2,12965,22308,4,1,20,4,4,3,27,2,2,3,2,0,2,No
43,2,244,1,2,3,2,2,1,97,3,1,2,4,1,3539,5033,0,2,13,3,2,0,10,5,3,9,7,1,8,No
34,2,511,3,3,2,2,4,2,32,1,2,8,4,1,6029,25353,5,2,12,3,1,0,6,3,3,2,2,2,2,No
21,2,337,3,7,1,3,2,1,31,3,1,9,2,1,2679,4567,1,2,13,3,2,0,1,3,3,1,0,1,0,Yes
38,2,1153,2,6,2,5,4,2,40,2,1,3,3,2,3702,16376,1,2,11,3,2,1,5,3,3,5,4,0,4,No
22,2,1294,2,8,1,4,3,2,79,3,1,3,1,2,2398,15999,1,1,17,3,3,0,1,6,3,1,0,0,0,Yes
31,2,196,3,29,4,3,1,2,91,2,2,8,4,2,5468,13402,1,2,14,3,1,2,13,3,3,12,7,5,7,No
51,2,942,2,3,3,6,1,2,53,3,3,4,3,2,13116,22984,2,2,11,3,4,0,15,2,3,2,2,2,2,No
37,2,589,3,9,2,3,2,1,46,2,2,8,2,2,4189,8800,1,2,14,3,1,2,5,2,3,5,2,0,3,No
46,2,734,2,2,4,4,3,1,46,3,5,6,4,3,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,No
36,2,1383,2,10,3,2,4,1,90,3,3,1,1,2,8321,25949,7,1,13,3,4,1,15,1,3,12,8,5,7,No
44,3,429,2,1,2,4,3,1,99,3,1,7,2,3,2342,11092,1,1,12,3,3,3,6,2,2,5,3,2,3,Yes
37,2,1239,1,8,2,5,3,1,89,3,2,2,2,3,4071,12832,2,2,13,3,3,0,19,4,2,10,0,4,7,No
35,2,303,3,27,3,2,3,1,84,3,2,8,4,1,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,Yes
33,2,867,2,8,4,2,4,1,90,4,1,7,1,2,3143,6076,6,2,19,3,2,1,14,1,3,10,8,7,6,No
28,2,1181,2,1,3,2,3,1,82,3,1,7,4,2,2044,5531,1,2,11,3,3,1,5,6,4,5,3,0,3,No
39,2,1253,2,10,1,4,3,1,65,3,3,6,3,1,13464,7914,7,2,21,4,3,0,9,3,3,4,3,2,2,No
46,1,849,3,26,2,2,2,1,98,2,2,8,2,1,7991,25166,8,2,15,3,3,0,6,3,3,2,2,2,2,No
40,2,616,2,2,2,2,3,2,99,3,1,3,1,2,3377,25605,4,2,17,3,4,1,7,5,2,4,3,0,2,No
42,2,1128,2,13,3,4,2,1,95,4,2,1,1,2,5538,5696,5,2,18,3,3,2,10,2,2,0,0,0,0,No
35,1,1180,2,2,2,4,2,1,90,3,2,5,4,3,5762,24442,2,2,14,3,3,1,15,6,3,7,7,1,7,No
38,1,1336,1,2,3,1,1,1,100,3,1,2,2,3,2592,7129,5,2,13,3,4,3,13,3,3,11,10,3,8,No
34,3,234,2,9,4,2,4,1,93,3,2,3,1,2,5346,6208,4,2,17,3,3,1,11,3,2,7,1,0,7,Yes
37,2,370,2,10,4,4,4,1,58,3,2,5,1,1,4213,4992,1,2,15,3,2,0,10,4,1,10,3,0,8,Yes
39,3,766,3,20,3,2,3,1,83,3,2,8,4,3,4127,19188,2,2,18,3,4,1,7,6,3,2,1,2,2,No
43,1,343,2,9,3,2,1,1,52,3,1,7,3,1,2438,24978,4,2,13,3,3,0,7,2,2,3,2,1,2,No
41,2,447,2,5,3,2,2,1,85,4,2,1,2,1,6870,15530,3,2,12,3,1,0,11,3,1,3,2,1,2,No
41,2,796,3,4,1,3,3,2,81,3,3,8,3,3,10447,26458,0,1,13,3,4,1,23,3,4,22,14,13,5,No
30,2,1092,2,10,3,4,1,2,64,3,3,5,3,1,9667,2739,9,2,14,3,2,0,9,3,3,7,7,0,2,No
26,2,920,1,20,2,4,4,2,69,3,1,2,2,2,2148,6889,0,1,11,3,3,0,6,3,3,5,1,1,4,Yes
46,2,261,2,21,2,4,4,2,66,3,2,1,2,2,8926,10842,4,2,22,4,4,1,13,2,4,9,7,3,7,Yes
40,2,1194,2,1,3,2,3,2,52,3,2,1,4,3,6513,9060,4,2,17,3,4,1,12,3,3,5,3,0,3,No
34,2,810,3,8,2,6,2,1,92,4,2,8,3,2,6799,22128,1,2,21,4,3,2,10,5,3,10,8,4,8,No
58,1,350,3,2,3,4,2,1,52,3,4,4,2,3,16291,22577,4,2,22,4,4,1,37,0,2,16,9,14,14,No
35,2,185,2,23,4,4,2,1,91,1,1,3,3,2,2705,9696,0,2,16,3,2,1,6,2,4,5,4,0,3,No
47,2,1001,2,4,3,2,3,2,92,2,3,5,2,3,10333,19271,8,1,12,3,3,1,28,4,3,22,11,14,10,No
40,2,750,2,12,3,2,2,2,47,3,2,1,1,3,4448,10748,2,2,12,3,2,1,15,3,3,7,4,7,7,No
54,2,431,2,7,4,4,4,2,68,3,2,7,4,2,6854,15696,4,2,15,3,2,1,14,2,2,7,1,1,7,No
31,3,1125,3,7,4,3,1,2,68,3,3,8,1,2,9637,8277,2,2,14,3,4,2,9,3,3,3,2,2,2,No
28,2,1217,2,1,3,4,3,2,67,3,1,7,1,2,3591,12719,1,2,25,4,3,1,3,3,3,3,2,1,2,No
38,2,723,3,2,4,3,2,2,77,1,2,9,4,2,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,No
26,2,572,3,10,3,4,3,1,46,3,2,8,4,1,4684,9125,1,2,13,3,1,0,5,4,3,5,3,1,2,No
58,3,1216,2,15,4,2,1,1,87,3,4,6,3,2,15787,21624,2,1,14,3,2,0,23,3,3,2,2,2,2,No
18,1,1431,2,14,3,4,2,2,33,3,1,7,3,1,1514,8018,1,2,16,3,3,0,0,4,1,0,0,0,0,No
31,2,359,1,18,5,1,4,1,89,4,1,2,1,2,2956,21495,0,2,17,3,3,0,2,4,3,1,0,0,0,Yes
29,2,350,1,13,3,1,1,1,56,2,1,2,1,3,2335,3157,4,1,15,3,4,3,4,3,3,2,2,2,0,Yes
45,1,589,3,2,4,2,3,2,67,3,2,8,3,2,5154,19665,4,2,22,4,2,2,10,3,4,8,7,5,7,No
36,2,430,2,2,4,5,4,2,73,3,2,7,2,2,6962,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,No
43,3,1422,3,2,4,2,1,1,92,3,2,8,4,2,5675,19246,1,2,20,4,3,1,7,5,3,7,7,7,7,No
27,3,1297,2,5,2,2,4,2,53,3,1,3,4,1,2379,19826,0,1,14,3,3,0,6,3,2,5,4,0,2,No
29,3,574,2,20,1,4,4,1,40,3,1,3,4,2,3812,7003,1,2,13,3,2,0,11,3,4,11,8,3,10,No
32,3,1318,3,10,4,3,4,1,79,3,2,8,4,1,4648,26075,8,2,13,3,3,0,4,2,4,0,0,0,0,No
42,1,355,2,10,4,6,3,1,38,3,1,7,3,2,2936,6161,3,2,22,4,2,2,10,1,2,6,3,3,3,No
47,2,207,2,9,4,2,2,2,64,3,1,3,3,1,2105,5411,4,2,12,3,3,0,7,2,3,2,2,2,0,No
46,2,706,2,2,2,2,4,1,82,3,3,5,4,3,8578,19989,3,2,14,3,3,1,12,4,2,9,8,4,7,No
28,1,280,1,1,2,2,3,1,43,3,1,2,4,3,2706,10494,1,2,15,3,2,1,3,2,3,3,2,2,2,No
29,2,726,2,29,1,2,4,1,93,1,2,1,3,3,6384,21143,8,2,17,3,4,2,11,3,3,7,0,1,6,No
42,2,1142,2,8,3,2,4,1,81,3,1,3,3,1,3968,13624,4,2,13,3,4,0,8,3,3,0,0,0,0,No
32,2,414,3,2,4,3,3,1,82,2,2,8,2,1,9907,26186,7,1,12,3,3,0,7,3,2,2,2,2,2,Yes
46,2,1319,3,3,3,6,1,2,45,4,4,8,1,3,13225,7739,2,2,12,3,4,1,25,5,3,19,17,2,8,No
27,2,728,3,23,1,4,2,2,36,2,2,9,3,2,3540,7018,1,2,21,4,4,1,9,5,3,9,8,5,8,No
29,2,352,1,6,1,4,4,1,87,2,1,2,2,2,2804,15434,1,2,11,3,4,0,1,3,3,1,0,0,0,No
43,2,823,2,6,3,4,1,2,81,2,5,4,3,2,19392,22539,7,2,13,3,4,0,21,2,3,16,12,6,14,No
48,2,1224,2,10,3,2,4,1,91,2,5,6,2,2,19665,13583,4,2,12,3,4,0,29,3,3,22,10,12,9,No
29,3,459,2,24,2,2,4,1,73,2,1,7,4,1,2439,14753,1,1,24,4,2,0,1,3,2,1,0,1,0,Yes
46,2,1254,3,10,3,2,3,2,64,3,3,8,2,2,7314,14011,5,2,21,4,3,3,14,2,3,8,7,0,7,Yes
27,3,1131,2,15,3,2,4,2,77,2,1,7,1,2,4774,23844,0,2,19,3,4,1,8,2,2,7,6,7,3,No
39,2,835,2,19,4,5,4,1,41,3,2,7,4,3,3902,5141,8,2,14,3,2,3,7,2,3,2,2,2,2,No
55,2,836,2,2,4,6,2,1,98,2,1,7,4,2,2662,7975,8,2,20,4,2,1,19,2,4,5,2,0,4,No
28,2,1172,3,3,3,4,2,2,78,3,1,9,2,2,2856,3692,1,2,19,3,4,1,1,3,3,1,0,0,0,No
30,2,945,3,9,3,4,2,1,89,3,1,9,4,1,1081,16019,1,2,13,3,3,0,1,3,2,1,0,0,0,Yes
22,2,391,2,7,1,2,4,1,75,3,1,7,2,1,2472,26092,1,1,23,4,1,0,1,2,3,1,0,0,0,Yes
36,2,1266,3,10,4,6,2,2,63,2,2,8,3,2,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,No
31,2,311,2,20,3,2,2,1,89,3,2,3,3,3,4197,18624,1,2,11,3,1,1,10,2,3,10,8,0,2,No
34,2,1480,3,4,3,2,3,1,64,3,3,8,4,2,9713,24444,2,1,13,3,4,3,9,3,3,5,3,1,0,No
29,2,592,2,7,3,2,4,1,59,3,1,3,1,1,2062,19384,3,2,14,3,2,0,11,2,3,3,2,1,2,No
37,2,783,2,7,4,4,4,1,78,3,2,7,1,2,4284,13588,5,1,22,4,3,1,16,2,3,5,3,0,4,No
35,2,219,2,16,2,5,4,2,44,2,2,5,2,2,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,No
45,2,556,2,25,2,2,2,2,93,2,2,5,4,2,5906,23888,0,2,13,3,4,2,10,2,2,9,8,3,8,No
36,3,1213,1,2,1,1,2,1,94,2,2,2,4,1,3886,4223,1,2,21,4,4,0,10,2,2,10,1,0,8,No
40,2,1137,2,1,4,2,1,1,98,3,4,4,1,3,16823,18991,2,2,11,3,1,1,22,3,3,19,7,11,16,No
26,2,482,2,1,2,2,2,2,90,2,1,7,3,2,2933,14908,1,1,13,3,3,1,1,3,2,1,0,1,0,No
27,2,511,3,2,2,4,1,2,89,4,2,8,3,1,6500,26997,0,2,14,3,2,0,9,5,2,8,7,0,7,No
48,3,117,2,22,3,4,4,2,58,3,4,4,4,3,17174,2437,3,2,11,3,2,1,24,3,3,22,17,4,7,No
44,2,170,2,1,4,2,2,1,78,4,2,1,1,2,5033,9364,2,2,15,3,4,1,10,5,3,2,0,2,2,No
34,1,967,2,16,4,6,4,1,85,1,1,7,1,2,2307,14460,1,1,23,4,2,1,5,2,3,5,2,3,0,Yes
56,2,1162,2,24,2,2,1,1,97,3,1,3,4,1,2587,10261,1,2,16,3,4,0,5,3,3,4,2,1,0,Yes
36,2,335,3,17,2,3,3,1,33,2,2,8,2,2,5507,16822,2,2,16,3,3,2,12,1,1,4,2,1,3,No
41,2,337,3,8,3,3,3,2,54,3,2,8,2,2,4393,26841,5,2,21,4,3,1,14,3,3,5,4,1,4,No
42,2,1396,2,6,3,4,3,1,83,3,3,6,1,2,13348,14842,9,2,13,3,2,1,18,3,4,13,7,5,7,No
31,2,1079,3,10,2,4,3,2,86,3,2,8,4,3,6583,20115,2,1,11,3,4,1,8,2,3,5,2,1,4,No
34,2,735,3,3,1,4,4,2,75,2,2,8,4,2,8103,16495,3,1,12,3,3,0,9,3,2,4,2,0,1,No
31,2,471,2,4,3,4,1,2,62,4,1,3,3,3,3978,16031,8,2,12,3,2,1,4,0,2,2,2,2,2,No
26,3,1096,2,6,3,5,3,1,61,4,1,3,4,2,2544,7102,0,2,18,3,1,1,8,3,3,7,7,7,7,No
45,3,1297,2,1,4,4,2,1,44,3,2,1,3,1,5399,14511,4,2,12,3,3,0,12,3,3,4,2,0,3,No
33,2,217,3,10,4,3,2,1,43,3,2,8,3,1,5487,10410,1,2,14,3,2,0,10,2,2,10,4,0,9,No
28,3,783,3,1,2,2,3,1,42,2,2,8,4,2,6834,19255,1,1,12,3,3,1,7,2,3,7,7,0,7,No
29,3,746,3,24,3,6,3,1,45,4,1,9,1,1,1091,10642,1,2,17,3,4,0,1,3,3,1,0,0,0,Yes
39,1,1251,3,21,4,2,1,2,32,1,2,8,3,2,5736,3987,6,2,19,3,3,1,10,1,3,3,2,1,2,No
27,2,1354,2,2,4,6,2,1,41,3,1,7,2,2,2226,6073,1,2,11,3,3,1,6,3,2,5,3,1,2,No
34,3,735,2,22,4,5,3,1,86,2,2,7,4,2,5747,26496,1,1,15,3,2,0,16,3,3,15,10,6,11,No
28,2,1475,3,13,2,3,4,2,84,3,2,8,3,1,9854,23352,3,1,11,3,4,0,6,0,3,2,0,2,2,Yes
47,1,1169,2,14,4,6,3,1,64,3,2,7,2,2,5467,2125,8,2,18,3,3,1,16,4,4,8,7,1,7,No
56,2,1443,3,11,5,3,4,2,89,2,2,8,1,2,5380,20328,4,2,16,3,3,1,6,3,3,0,0,0,0,No
39,2,867,2,9,2,4,1,1,87,3,2,5,1,2,5151,12315,1,2,25,4,4,1,10,3,3,10,0,7,9,No
38,3,1394,2,8,3,4,4,2,58,2,2,7,2,3,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,No
58,2,605,3,21,3,2,4,2,72,3,4,4,4,2,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,No
32,3,238,2,5,2,2,1,2,47,4,1,7,3,1,2432,15318,3,1,14,3,1,0,8,2,3,4,1,0,3,Yes
38,2,1206,2,9,2,2,2,1,71,3,1,7,4,3,4771,14293,2,2,19,3,4,2,10,0,4,5,2,0,3,No
49,3,1064,2,2,1,2,2,1,42,3,5,6,4,2,19161,13738,3,2,15,3,4,0,28,3,3,5,4,4,3,No
42,2,419,3,12,4,3,2,1,77,3,2,8,4,3,5087,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,No
27,3,1337,1,22,3,1,1,2,58,2,1,2,2,2,2863,19555,1,2,12,3,1,0,1,2,3,1,0,0,0,Yes
35,2,682,3,18,4,4,2,1,71,3,2,8,1,2,5561,15975,0,2,16,3,4,1,6,2,1,5,3,0,4,No
28,1,1103,2,16,3,4,3,1,49,3,1,7,3,1,2144,2122,1,2,14,3,3,0,5,3,2,5,3,1,4,No
31,1,976,2,3,2,4,3,1,48,3,1,7,1,3,3065,3995,1,1,13,3,4,1,4,3,4,4,2,2,3,No
36,1,1351,2,9,4,2,1,1,66,4,1,3,2,2,2810,9238,1,2,22,4,2,0,5,3,3,5,4,0,2,No
34,2,937,3,1,3,3,1,1,32,3,3,8,4,1,9888,6770,1,2,21,4,1,0,14,3,2,14,8,2,1,No
34,2,1239,3,13,4,4,4,1,39,3,3,8,3,3,8628,22914,1,2,18,3,3,1,9,2,2,8,7,1,1,No
26,2,157,2,1,3,4,3,1,95,3,1,3,1,1,2867,20006,0,2,13,3,4,0,8,6,2,7,7,7,6,No
29,2,136,2,1,3,2,1,1,89,3,2,1,1,2,5373,6225,0,2,12,3,1,1,6,5,2,5,3,0,2,No
32,1,1146,2,15,4,4,3,2,34,3,2,1,4,3,6667,16542,5,2,18,3,2,1,9,6,3,5,1,1,2,No
31,3,1125,2,1,3,2,4,1,48,1,2,7,1,2,5003,5771,1,2,21,4,2,0,10,6,3,10,8,8,7,No
28,2,1404,2,17,3,6,3,1,32,2,1,3,4,3,2367,18779,5,2,12,3,1,1,6,2,2,4,1,0,3,Yes
38,2,1404,3,1,3,2,1,1,59,2,1,9,1,1,2858,11473,4,2,14,3,1,0,20,3,2,1,0,0,0,No
35,2,1224,3,7,4,2,3,2,55,3,2,8,4,2,5204,13586,1,1,11,3,4,0,10,2,3,10,8,0,9,No
27,2,954,3,9,3,3,4,1,44,3,2,8,4,1,4105,5099,1,2,14,3,1,0,7,5,3,7,7,0,7,No
32,2,1373,2,5,4,2,4,1,56,2,2,5,4,1,9679,10138,8,2,24,4,2,0,8,1,3,1,0,0,0,No
31,3,754,3,26,4,3,1,1,63,3,2,8,4,2,5617,21075,1,1,11,3,3,0,10,4,3,10,7,0,8,Yes
53,2,1168,3,24,4,2,1,1,66,3,3,8,1,1,10448,5843,6,1,13,3,2,0,15,2,2,2,2,2,2,Yes
54,2,155,2,9,2,2,1,2,67,3,2,7,3,2,2897,22474,3,2,11,3,3,2,9,6,2,4,3,2,3,No
33,3,1303,2,7,2,2,4,1,36,3,2,1,3,3,5968,18079,1,2,20,4,3,3,9,2,3,9,7,2,8,No
43,2,574,2,11,3,2,1,1,30,3,3,1,3,2,7510,16873,1,2,17,3,2,1,10,1,3,10,9,0,9,No
38,3,1444,1,1,4,5,4,1,88,3,1,2,2,2,2991,5224,0,1,11,3,2,1,7,2,3,6,2,1,2,No
55,2,189,1,26,4,1,3,1,71,4,5,4,2,2,19636,25811,4,1,18,3,1,1,35,0,3,10,9,1,4,No
31,2,1276,2,2,1,4,4,2,59,1,1,3,4,3,1129,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,No
39,2,119,3,15,4,3,2,1,77,3,4,8,1,1,13341,25098,0,2,12,3,1,0,21,3,3,20,8,11,10,No
42,1,335,2,23,2,2,4,1,37,2,2,7,3,1,4332,14811,1,2,12,3,4,0,20,2,3,20,9,3,7,No
31,1,697,2,10,3,4,3,2,40,3,3,6,3,2,11031,26862,4,2,20,4,3,1,13,2,4,11,7,4,8,No
54,2,157,2,10,3,4,3,2,77,3,2,5,1,1,4440,25198,6,1,19,3,4,0,9,3,3,5,2,1,4,No
24,2,771,2,1,2,2,2,1,45,2,2,1,3,1,4617,14120,1,2,12,3,2,0,4,2,2,4,3,1,2,No
23,2,571,2,12,2,5,4,1,78,3,1,3,4,1,2647,13672,1,2,13,3,3,0,5,6,4,5,2,1,4,No
40,3,692,2,11,3,6,4,2,73,3,2,3,3,2,6323,26849,1,2,11,3,1,1,10,2,4,10,9,9,4,No
40,2,444,3,2,2,3,2,2,92,3,2,8,2,2,5677,4258,3,2,14,3,3,1,15,4,3,11,8,5,10,No
25,2,309,1,2,3,1,3,2,82,3,1,2,2,2,2187,19655,4,2,14,3,3,0,6,3,3,2,0,1,2,No
30,2,911,2,1,2,4,4,1,76,3,1,3,2,2,3748,4077,1,2,13,3,3,0,12,6,2,12,8,1,7,No
25,2,977,2,2,1,5,4,1,57,3,1,3,3,3,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,No
47,2,1180,2,25,3,4,1,1,84,3,3,1,3,1,8633,13084,2,2,23,4,2,0,25,3,3,17,14,12,11,No
33,1,1313,2,1,2,4,2,1,59,2,1,3,3,3,2008,20439,1,2,12,3,3,3,1,2,2,1,1,0,0,No
38,2,1321,3,1,4,2,4,1,86,3,2,8,2,2,4440,7636,0,2,15,3,1,2,16,3,3,15,13,5,8,No
31,2,1154,3,2,2,2,1,1,54,3,1,9,3,2,3067,6393,0,2,19,3,3,1,3,1,3,2,2,1,2,No
38,3,508,2,6,4,2,1,1,72,2,2,5,3,2,5321,14284,2,2,11,3,4,1,10,1,3,8,3,7,7,No
42,2,557,2,18,4,2,4,1,35,3,2,7,1,3,5410,11189,6,1,17,3,3,1,9,3,2,4,3,1,2,No
41,2,642,2,1,3,2,4,1,76,3,1,7,4,2,2782,21412,3,2,22,4,1,1,12,3,3,5,3,1,0,No
47,1,1162,2,1,1,4,3,2,98,3,3,6,2,2,11957,17231,0,2,18,3,1,2,14,3,1,13,8,5,12,No
35,2,1490,2,11,4,4,4,1,43,3,1,3,3,2,2660,20232,7,1,11,3,3,1,5,3,3,2,2,2,2,No
22,2,581,2,1,2,2,4,1,63,3,1,7,3,1,3375,17624,0,2,12,3,4,0,4,2,4,3,2,1,2,No
35,2,1395,2,9,4,4,2,1,48,3,2,7,3,1,5098,18698,1,2,19,3,2,0,10,5,3,10,7,0,8,No
33,2,501,2,15,2,4,2,2,95,3,2,1,4,2,4878,21653,0,1,13,3,1,1,10,6,3,9,7,8,1,No
32,2,267,2,29,4,2,3,2,49,2,1,3,2,1,2837,15919,1,2,13,3,3,0,6,3,3,6,2,4,1,No
40,2,543,2,1,4,2,1,1,83,3,1,3,4,2,2406,4060,8,2,19,3,3,2,8,3,2,1,0,0,0,No
32,2,234,3,1,4,4,2,1,68,2,1,9,2,2,2269,18024,0,2,14,3,2,1,3,2,3,2,2,2,2,No
39,2,116,2,24,1,2,1,1,52,3,2,7,4,1,4108,5340,7,2,13,3,1,0,18,2,3,7,7,1,7,No
38,2,201,2,10,3,4,2,2,99,1,3,6,3,2,13206,3376,3,2,12,3,1,1,20,3,3,18,16,1,11,No
32,2,801,3,1,4,3,3,2,48,3,3,8,4,2,10422,24032,1,2,19,3,3,2,14,3,3,14,10,5,7,No
37,2,161,2,10,3,2,3,2,42,4,3,6,4,2,13744,15471,1,1,25,4,1,1,16,2,3,16,11,6,8,No
25,2,1382,3,8,2,5,1,2,85,3,2,8,3,3,4907,13684,0,1,22,4,2,1,6,3,2,5,3,0,4,No
52,1,585,3,29,4,2,1,1,40,3,1,9,4,3,3482,19788,2,2,15,3,2,2,16,3,2,9,8,0,0,No
44,2,1037,2,1,3,4,2,1,42,3,1,7,4,1,2436,13422,6,1,12,3,3,0,6,2,3,4,3,1,2,No
21,2,501,3,5,1,4,3,1,58,3,1,9,1,1,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,No
39,1,105,2,9,3,2,4,1,87,3,5,4,4,1,19431,15302,2,2,13,3,3,0,21,3,2,6,0,1,3,No
23,3,638,3,9,3,3,4,1,33,3,1,9,1,2,1790,26956,1,2,19,3,1,1,1,3,2,1,0,1,0,Yes
36,2,557,3,3,3,4,1,2,94,2,3,8,4,2,7644,12695,0,2,19,3,3,2,10,2,3,9,7,3,4,No
36,3,688,2,4,2,2,4,2,97,3,2,5,2,3,5131,9192,7,2,13,3,2,3,18,3,3,4,2,0,2,No
56,1,667,2,1,4,2,3,1,57,3,2,1,3,3,6306,26236,1,2,21,4,1,1,13,2,2,13,12,1,9,No
29,2,1092,2,1,4,4,1,1,36,3,1,7,4,2,4787,26124,9,1,14,3,2,3,4,3,4,2,2,2,2,Yes
42,2,300,2,2,3,2,1,1,56,3,5,4,3,2,18880,17312,5,2,11,3,1,0,24,2,2,22,6,4,14,No
56,2,310,2,7,2,6,4,1,72,3,1,3,3,2,2339,3666,8,2,11,3,4,1,14,4,1,10,9,9,8,Yes
41,2,582,2,28,4,2,1,2,60,2,4,5,2,2,13570,5640,0,2,23,4,3,1,21,3,3,20,7,0,10,No
34,2,704,3,28,3,3,4,2,95,2,2,8,3,2,6712,8978,1,2,21,4,4,2,8,2,3,8,7,1,7,No
36,1,301,3,15,4,3,4,1,88,1,2,8,4,3,5406,10436,1,2,24,4,1,1,15,4,2,15,12,11,11,No
41,2,930,3,3,3,2,3,1,57,2,2,8,2,3,8938,12227,2,2,11,3,3,1,14,5,3,5,4,0,4,No
32,2,529,2,2,3,6,4,1,78,3,1,7,1,1,2439,11288,1,2,14,3,4,0,4,4,3,4,2,1,2,No
35,2,1146,1,26,4,2,3,2,31,3,3,2,4,1,8837,16642,1,1,16,3,3,0,9,2,3,9,0,1,7,No
38,2,345,3,10,2,2,1,2,100,3,2,8,4,2,5343,5982,1,2,11,3,3,1,10,1,3,10,7,1,9,No
50,3,878,3,1,4,2,2,1,94,3,2,8,3,3,6728,14255,7,2,12,3,4,2,12,3,3,6,3,0,1,Yes
36,2,1120,3,11,4,3,2,2,100,2,2,8,4,2,6652,14369,4,2,13,3,1,1,8,2,2,6,3,0,0,No
45,2,374,3,20,3,2,4,2,50,3,2,8,3,1,4850,23333,8,2,15,3,3,0,8,3,3,5,3,0,1,No
40,2,1322,2,2,4,2,3,1,52,2,1,7,3,1,2809,2725,2,2,14,3,4,0,8,2,3,2,2,2,2,No
35,3,1199,2,18,4,2,3,1,80,3,2,1,3,2,5689,24594,1,1,14,3,4,2,10,2,4,10,2,0,2,No
40,2,1194,2,2,4,4,3,2,98,3,1,7,3,2,2001,12549,2,2,14,3,2,3,20,2,3,5,3,0,2,No
35,2,287,2,1,4,2,3,2,62,1,1,7,4,2,2977,8952,1,2,12,3,4,1,4,5,3,4,3,1,1,No
29,2,1378,2,13,2,5,4,1,46,2,2,3,2,2,4025,23679,4,1,13,3,1,1,10,2,3,4,3,0,3,No
29,2,468,2,28,4,4,4,2,73,2,1,7,1,1,3785,8489,1,2,14,3,2,0,5,3,1,5,4,0,4,No
50,2,410,3,28,3,3,4,1,39,2,3,8,1,3,10854,16586,4,1,13,3,2,1,20,3,3,3,2,2,0,Yes
39,2,722,3,24,1,3,2,2,60,2,4,8,4,2,12031,8828,0,2,11,3,1,1,21,2,2,20,9,9,6,No
31,1,325,2,5,3,4,2,1,74,3,2,5,1,1,9936,3787,0,2,19,3,2,0,10,2,3,9,4,1,7,No
26,2,1167,3,5,3,5,4,2,30,2,1,9,3,1,2966,21378,0,2,18,3,4,0,5,2,3,4,2,0,0,No
36,3,884,2,23,2,4,3,1,41,4,2,3,4,2,2571,12290,4,2,17,3,3,1,17,3,3,5,2,0,3,No
39,2,613,2,6,1,4,4,1,42,2,3,1,1,2,9991,21457,4,2,15,3,1,1,9,5,3,7,7,1,7,No
27,2,155,2,4,3,2,2,1,87,4,2,5,2,2,6142,5174,1,1,20,4,2,1,6,0,3,6,2,0,3,No
49,3,1023,3,2,3,4,4,1,63,2,2,8,2,2,5390,13243,2,2,14,3,4,0,17,3,2,9,6,0,8,No
34,2,628,2,8,3,4,2,1,82,4,2,3,3,2,4404,10228,2,2,12,3,1,0,6,3,4,4,3,1,2,No
